address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2631 BRAEBURN CIR, Ann Arbor, MI",42.231333,-83.707183,1,range_interpolation,2631,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2213 Shadowood Dr, Ann Arbor, MI",42.23181,-83.71386,1,range_interpolation,2213,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2358 JONATHAN CT, Ann Arbor, MI",42.230905,-83.710458,1,range_interpolation,2358,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3159 BRAEBURN CIR, Ann Arbor, MI",42.2339,-83.709078,1,range_interpolation,3159,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 24B, Ann Arbor, MI",42.27806,-83.742496,1,rooftop,555,"E William St 24B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2244 SHADOWOOD DR, Ann Arbor, MI",42.232081,-83.714369,1,range_interpolation,2244,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2993 BRAEBURN CIR, Ann Arbor, MI",42.23437,-83.708987,1,range_interpolation,2993,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"427 S FIFTH AVE, Ann Arbor, MI",42.277436,-83.746049,1,range_interpolation,427,"S 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2450 Arrowwood Trl, Ann Arbor, MI",42.308237,-83.732685,1,range_interpolation,2450,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"345 GLENWOOD ST, Ann Arbor, MI",42.286934,-83.788667,1,rooftop,345,"Glenwood St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"515 LONG SHORE DR B, Ann Arbor, MI",42.291499,-83.74142,1,rooftop,515,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"3248 Braeburn Cir, Ann Arbor, MI",42.234657,-83.708196,1,range_interpolation,3248,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2907 BRAEBURN CIR, Ann Arbor, MI",42.233186,-83.709124,1,range_interpolation,2907,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2602 ARROWWOOD TRL, Ann Arbor, MI",42.308345,-83.731121,1,range_interpolation,2602,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3264 WILLIAMSBURG DR, Ann Arbor, MI",42.235669,-83.695959,0.6,range_interpolation,3264,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3199 Braeburn Cir, Ann Arbor, MI",42.234623,-83.708343,0.9,range_interpolation,3199,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2921 BRAEBURN CIR, Ann Arbor, MI",42.233374,-83.709136,1,range_interpolation,2921,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2615 Arrowwood Trl, Ann Arbor, MI",42.308541,-83.730802,1,range_interpolation,2615,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3190 BRAEBURN CIR, Ann Arbor, MI",42.234612,-83.708371,1,range_interpolation,3190,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 4D, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2832 Braeburn Cir, Ann Arbor, MI",42.234657,-83.708203,1,range_interpolation,2832,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3144 BRAEBURN CIR, Ann Arbor, MI",42.234543,-83.708515,1,range_interpolation,3144,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3392 BRAEBURN CIR, Ann Arbor, MI",42.233718,-83.7088,1,range_interpolation,3392,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3350 Braeburn Cir, Ann Arbor, MI",42.233439,-83.708838,1,range_interpolation,3350,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2405 PACKARD ST 41D, Ann Arbor, MI",42.253855,-83.723525,1,rooftop,2405,"Packard St 41D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2498 ARROWWOOD TRL, Ann Arbor, MI",42.308722,-83.732341,1,range_interpolation,2498,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2930 BIRCH HOLLOW DR, Ann Arbor, MI",42.238669,-83.723422,1,range_interpolation,2930,"Birch Hollow Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2666 ARROWWOOD TRL, Ann Arbor, MI",42.308459,-83.729997,1,range_interpolation,2666,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2684 ARROWWOOD TRL, Ann Arbor, MI",42.308486,-83.729793,1,range_interpolation,2684,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2603 Arrowwood Trl, Ann Arbor, MI",42.308565,-83.730917,1,range_interpolation,2603,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2333 Shadowood Dr, Ann Arbor, MI",42.232946,-83.713411,1,range_interpolation,2333,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2765 Arrowwood Trl, Ann Arbor, MI",42.307831,-83.728993,1,range_interpolation,2765,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3291 BRAEBURN CIR, Ann Arbor, MI",42.23466,-83.708056,0.9,range_interpolation,3291,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3137 HOMESTEAD COMMONS DR, Ann Arbor, MI",42.242779,-83.716317,1,range_interpolation,3137,"Homestead Commons Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2587 BRAEBURN CIR, Ann Arbor, MI",42.231178,-83.707043,1,range_interpolation,2587,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2334 Arrowwood Trl, Ann Arbor, MI",42.30745,-83.734509,1,range_interpolation,2334,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3226 WILLIAMSBURG DR, Ann Arbor, MI",42.235352,-83.696054,0.6,range_interpolation,3226,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2413 PACKARD ST 57E, Ann Arbor, MI",42.253273,-83.724048,1,rooftop,2413,"Packard St 57E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2731 Arrowwood Trl, Ann Arbor, MI",42.308356,-83.729081,1,range_interpolation,2731,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"101 OAKBROOK DR, Ann Arbor, MI",42.24643,-83.749346,1,range_interpolation,101,"Oakbrook Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3285 BRAEBURN CIR, Ann Arbor, MI",42.23466,-83.708075,0.9,range_interpolation,3285,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2430 LAURELWOOD CIR, Ann Arbor, MI",42.232347,-83.71258,1,range_interpolation,2430,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3030 Williamsburg Dr, Ann Arbor, MI",42.234393,-83.695404,0.66,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2243 SHADOWOOD DR, Ann Arbor, MI",42.231815,-83.71396,1,range_interpolation,2243,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2731 BRAEBURN CIR, Ann Arbor, MI",42.231991,-83.707795,1,range_interpolation,2731,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2866 BRAEBURN CIR, Ann Arbor, MI",42.234659,-83.708116,1,range_interpolation,2866,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 1B, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2341 JONATHAN CT, Ann Arbor, MI",42.231292,-83.710165,1,range_interpolation,2341,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 18C, Ann Arbor, MI",42.278061,-83.742415,1,rooftop,555,"E William St 18C",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1485 WISTERIA DR, Ann Arbor, MI",42.258142,-83.731715,1,range_interpolation,1485,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2266 SHADOWOOD DR, Ann Arbor, MI",42.23204,-83.714378,1,range_interpolation,2266,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2411 Laurelwood Cir, Ann Arbor, MI",42.232876,-83.712863,1,range_interpolation,2411,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2661 Arrowwood Trl, Ann Arbor, MI",42.30868,-83.730253,1,range_interpolation,2661,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 3H, Ann Arbor, MI",42.277976,-83.74225,1,rooftop,555,"E William St 3H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2336 Shadowood Dr, Ann Arbor, MI",42.232245,-83.713595,1,range_interpolation,2336,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3404 Braeburn Cir, Ann Arbor, MI",42.233799,-83.708789,1,range_interpolation,3404,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2837 Braeburn Cir, Ann Arbor, MI",42.232564,-83.708784,1,range_interpolation,2837,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2793 BRAEBURN CIR, Ann Arbor, MI",42.232273,-83.708324,1,range_interpolation,2793,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3061 SIGNATURE BLVD, Ann Arbor, MI",42.242738,-83.753127,1,range_interpolation,3061,"Signature Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2540 Arrowwood Trl, Ann Arbor, MI",42.308784,-83.731835,1,range_interpolation,2540,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3367 BRAEBURN CIR, Ann Arbor, MI",42.233554,-83.708827,0.9,range_interpolation,3367,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2360 Jonathan Ct, Ann Arbor, MI",42.230863,-83.710458,1,range_interpolation,2360,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2510 Arrowwood Trl, Ann Arbor, MI",42.308767,-83.732223,1,range_interpolation,2510,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1075 BARTON DR, Ann Arbor, MI",42.296728,-83.730836,1,range_interpolation,1075,"Barton Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 20K, Ann Arbor, MI",42.277973,-83.742494,1,rooftop,555,"E William St 20K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2490 Arrowwood Trl, Ann Arbor, MI",42.308675,-83.732424,1,range_interpolation,2490,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2532 Arrowwood Trl, Ann Arbor, MI",42.308799,-83.731932,1,range_interpolation,2532,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2386 JONATHAN CT, Ann Arbor, MI",42.230311,-83.710448,1,range_interpolation,2386,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 4B, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"555 E WILLIAM ST 6F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 6F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2584 ADRIENNE DR, Ann Arbor, MI",42.269261,-83.782376,1,range_interpolation,2584,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2671 Braeburn Cir, Ann Arbor, MI",42.23162,-83.707417,1,range_interpolation,2671,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2959 BRAEBURN CIR, Ann Arbor, MI",42.233912,-83.709077,1,range_interpolation,2959,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"322 E LIBERTY ST 20, Ann Arbor, MI",42.279207,-83.745182,1,rooftop,322,"E Liberty St 20",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1321 WISTERIA DR, Ann Arbor, MI",42.258731,-83.733874,1,range_interpolation,1321,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 5K, Ann Arbor, MI",42.277973,-83.742494,1,rooftop,555,"E William St 5K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2327 Arrowwood Trl, Ann Arbor, MI",42.307752,-83.734602,1,range_interpolation,2327,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3217 HOMESTEAD COMMONS DR, Ann Arbor, MI",42.241951,-83.715903,1,range_interpolation,3217,"Homestead Commons Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 3B, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2795 ADRIENNE DR, Ann Arbor, MI",42.269022,-83.779969,1,range_interpolation,2795,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2509 SANDALWOOD CIR, Ann Arbor, MI",42.308397,-83.708539,1,range_interpolation,2509,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"435 HARBOR WAY, Ann Arbor, MI",42.249535,-83.746495,1,range_interpolation,435,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3391 Braeburn Cir, Ann Arbor, MI",42.233711,-83.708801,0.9,range_interpolation,3391,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3088 WILLIAMSBURG DR, Ann Arbor, MI",42.234902,-83.696938,0.6,range_interpolation,3088,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"820 S FIRST ST, Ann Arbor, MI",42.271521,-83.751486,1,range_interpolation,820,"S 1st St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 7I, Ann Arbor, MI",42.277975,-83.742331,1,rooftop,555,"E William St 7I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2689 Braeburn Cir, Ann Arbor, MI",42.231744,-83.707505,1,range_interpolation,2689,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2548 Arrowwood Trl, Ann Arbor, MI",42.308762,-83.731709,1,range_interpolation,2548,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2207 HEMLOCK CT, Ann Arbor, MI",42.233003,-83.710257,1,range_interpolation,2207,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2439 LAURELWOOD CT, Ann Arbor, MI",42.232633,-83.712332,1,range_interpolation,2439,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"302 W DAVIS AVE, Ann Arbor, MI",42.270324,-83.751424,1,range_interpolation,302,"W Davis Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3309 WILLIAMSBURG DR, Ann Arbor, MI",42.236173,-83.696516,0.6,range_interpolation,3309,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2891 BRAEBURN CIR, Ann Arbor, MI",42.233004,-83.709065,1,range_interpolation,2891,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2530 KEYSTONE LN, Ann Arbor, MI",42.262367,-83.780509,1,range_interpolation,2530,"Keystone Ln",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3030 SIGNATURE BLVD, Ann Arbor, MI",42.242122,-83.75343,1,range_interpolation,3030,"Signature Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"427 BARBER AVE, Ann Arbor, MI",42.288508,-83.792677,1,rooftop,427,"Barber Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"188 COLUMBUS DR, Ann Arbor, MI",42.288858,-83.795228,1,range_interpolation,188,"Columbus Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2383 ARROWWOOD TRL, Ann Arbor, MI",42.307899,-83.733725,1,range_interpolation,2383,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 9L, Ann Arbor, MI",42.277972,-83.742576,1,rooftop,555,"E William St 9L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 4A, Ann Arbor, MI",42.278059,-83.742578,1,rooftop,555,"E William St 4A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1067 BARTON DR, Ann Arbor, MI",42.296855,-83.730991,1,range_interpolation,1067,"Barton Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2507 BRAEBURN CIR, Ann Arbor, MI",42.230938,-83.7066,1,range_interpolation,2507,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2846 2848 Whitewood St, Ann Arbor, MI",42.2456,-83.691105,1,rooftop,2848,"Whitewood St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3354 BRAEBURN CIR, Ann Arbor, MI",42.233466,-83.708836,1,range_interpolation,3354,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3333 LANDINGS DR, Ann Arbor, MI",42.289888,-83.796679,1,range_interpolation,3333,"Landings Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2542 BRAEBURN CIR, Ann Arbor, MI",42.230373,-83.706274,1,range_interpolation,2542,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2408 Arrowwood Trl, Ann Arbor, MI",42.307849,-83.733289,1,range_interpolation,2408,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2317 SHADOWOOD DR, Ann Arbor, MI",42.232549,-83.713683,1,range_interpolation,2317,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1521 PINE VALLEY BLVD, Ann Arbor, MI",42.250526,-83.725418,1,range_interpolation,1521,"Pine Valley Blvd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3055 Williamsburg Dr, Ann Arbor, MI",42.234393,-83.695404,0.61,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2378 Arrowwood Trl, Ann Arbor, MI",42.307634,-83.733614,1,range_interpolation,2378,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3072 Williamsburg Dr, Ann Arbor, MI",42.235043,-83.697746,0.6,range_interpolation,3072,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2520 2526 Pittsfield Blvd, Ann Arbor, MI",42.250445,-83.692619,1,range_interpolation,2526,"Pittsfield Blvd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2599 Arrowwood Trl, Ann Arbor, MI",42.308599,-83.730953,1,range_interpolation,2599,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2505 ADRIENNE DR, Ann Arbor, MI",42.270156,-83.782085,1,range_interpolation,2505,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2217 Shadowood Dr, Ann Arbor, MI",42.231811,-83.713874,1,range_interpolation,2217,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
